transaction_id,customer_id,customer_name,product_id,product_name,category,quantity,unit_price,subtotal,discount_amount,total_amount,payment_method,transaction_date,transaction_timestamp,cashier,payment_received,change_due
TXN_058,CUST_1032,Customer 50,PROD_0011,spice,Food,4,2.5,10.0,0.9817720968003084,9.01822790319969,Mobile Payment,2025-11-06,2025-11-06 15:43:45.874016,Sales Assistant 1,,
TXN_059,CUST_1068,Customer 18,PROD_0024,camel,Other,2,3.0,6.0,0.2831894712521934,5.716810528747806,Mobile Payment,2025-11-06,2025-11-06 15:43:45.876774,Sales Assistant 2,,
TXN_060,CUST_1088,Customer 50,PROD_0011,spice,Food,1,2.5,2.5,0.0495424357800538,2.450457564219946,Mobile Payment,2025-11-06,2025-11-06 15:43:45.873975,Sales Assistant 1,,
TXN_061,CUST_1085,Customer 43,PROD_0025,styvesant,Other,2,3.0,6.0,0.2426302198131785,5.7573697801868216,Cash,2025-11-06,2025-11-06 15:43:45.876967,Sales Assistant 3,10,4.2426302198131784
TXN_062,CUST_1014,Customer 49,PROD_0017,glucose biscuts,Food,4,2.5,10.0,0.8673099198498198,9.13269008015018,Cash,2025-11-06,2025-11-06 15:43:45.875338,Sales Assistant 2,10,0.86730991984982
TXN_063,CUST_1010,Customer 42,PROD_0017,glucose biscuts,Food,5,2.5,12.5,0.4363132761164373,12.063686723883563,Mobile Payment,2025-11-06,2025-11-06 15:43:45.875376,Sales Assistant 1,,
TXN_064,CUST_1096,Customer 50,PROD_0017,glucose biscuts,Food,3,2.5,7.5,0.2711664779797484,7.228833522020252,Cash,2025-11-06,2025-11-06 15:43:45.875254,Sales Assistant 1,10,2.7711664779797482
TXN_065,CUST_1075,Customer 32,PROD_0028,chief,Other,5,1.0,5.0,0.212292456056231,4.787707543943769,Mobile Payment,2025-11-06,2025-11-06 15:43:45.877473,Sales Assistant 1,,
TXN_066,CUST_1027,Customer 32,PROD_0001,chepies,Other,4,0.5,2.0,0.15282180855221,1.84717819144779,Mobile Payment,2025-11-06,2025-11-06 15:43:45.871740,Sales Assistant 3,,
TXN_067,CUST_1059,Customer 46,PROD_0015,pip pop,Food,4,1.5,6.0,0.1875736259710902,5.8124263740289095,Cash,2025-11-06,2025-11-06 15:43:45.874948,Sales Assistant 2,10,4.1875736259710905
TXN_068,CUST_1026,Customer 22,PROD_0007,imana soup,Food,1,10.0,10.0,0.3644837604928277,9.635516239507172,Cash,2025-11-06,2025-11-06 15:43:45.873146,Sales Assistant 2,10,0.3644837604928277
TXN_069,CUST_1026,Customer 11,PROD_0006,jlite cooking oil,Food,5,20.0,100.0,8.945947931597694,91.05405206840231,Mobile Payment,2025-11-06,2025-11-06 15:43:45.872989,Sales Assistant 3,,
TXN_070,CUST_1082,Customer 34,PROD_0017,glucose biscuts,Food,3,2.5,7.5,0.4514415898279391,7.048558410172061,Cash,2025-11-06,2025-11-06 15:43:45.875299,Sales Assistant 2,10,2.9514415898279394
TXN_071,CUST_1074,Customer 32,PROD_0023,curtlegh,Other,2,3.0,6.0,0.5351837656134476,5.464816234386553,Mobile Payment,2025-11-06,2025-11-06 15:43:45.876342,Sales Assistant 2,,
TXN_072,CUST_1100,Customer 14,PROD_0012,beef stock,Food,1,1.0,1.0,0.0484957262465922,0.9515042737534078,Cash,2025-11-07,2025-11-07 15:43:45.874250,Sales Assistant 3,5,4.048495726246593
TXN_073,CUST_1075,Customer 2,PROD_0002,smoothies,Other,2,0.5,1.0,0.0061987425941132,0.9938012574058868,Mobile Payment,2025-11-07,2025-11-07 15:43:45.871923,Sales Assistant 2,,
TXN_074,CUST_1021,Customer 4,PROD_0026,boss,Other,1,1.0,1.0,0.0975756671965081,0.902424332803492,Mobile Payment,2025-11-07,2025-11-07 15:43:45.877196,Sales Assistant 1,,
TXN_075,CUST_1023,Customer 18,PROD_0007,imana soup,Food,5,10.0,50.0,2.285052542154569,47.71494745784543,Mobile Payment,2025-11-07,2025-11-07 15:43:45.873268,Sales Assistant 3,,
TXN_076,CUST_1052,Customer 27,PROD_0001,chepies,Other,3,0.5,1.5,0.0093338058121187,1.4906661941878812,Cash,2025-11-07,2025-11-07 15:43:45.871659,Sales Assistant 1,5,3.509333805812119
TXN_077,CUST_1034,Customer 28,PROD_0006,jlite cooking oil,Food,1,20.0,20.0,0.1618239951508346,19.838176004849167,Cash,2025-11-07,2025-11-07 15:43:45.872871,Sales Assistant 3,20,0.1618239951508329
TXN_078,CUST_1058,Customer 50,PROD_0014,toilet paper (twin),Other,4,7.0,28.0,2.21394227271674,25.78605772728326,Cash,2025-11-07,2025-11-07 15:43:45.874637,Sales Assistant 1,50,24.21394227271674
TXN_079,CUST_1069,Customer 8,PROD_0014,toilet paper (twin),Other,3,7.0,21.0,0.268001029591056,20.731998970408945,Cash,2025-11-07,2025-11-07 15:43:45.874713,Sales Assistant 2,50,29.268001029591055
TXN_080,CUST_1056,Customer 6,PROD_0005,stay free pads,Other,1,2.0,2.0,0.1828589421172054,1.817141057882795,Cash,2025-11-07,2025-11-07 15:43:45.872709,Sales Assistant 2,5,3.182858942117205
TXN_081,CUST_1053,Customer 4,PROD_0006,jlite cooking oil,Food,3,20.0,60.0,5.807864583958699,54.1921354160413,Cash,2025-11-07,2025-11-07 15:43:45.872951,Sales Assistant 3,60,5.807864583958697
TXN_082,CUST_1067,Customer 38,PROD_0005,stay free pads,Other,3,2.0,6.0,0.3418065794857115,5.658193420514288,Cash,2025-11-08,2025-11-08 15:43:45.872667,Sales Assistant 2,10,4.341806579485712
TXN_083,CUST_1019,Customer 24,PROD_0005,stay free pads,Other,4,2.0,8.0,0.022188534888567,7.977811465111433,Mobile Payment,2025-11-08,2025-11-08 15:43:45.872748,Sales Assistant 3,,
TXN_084,CUST_1011,Customer 22,PROD_0020,stimirol,Food,3,1.0,3.0,0.0004408159379603,2.9995591840620395,Cash,2025-11-08,2025-11-08 15:43:45.875841,Sales Assistant 2,5,2.0004408159379605
TXN_085,CUST_1049,Customer 49,PROD_0016,pip pop,Food,3,1.5,4.5,0.3306420837240206,4.169357916275979,Cash,2025-11-08,2025-11-08 15:43:45.875062,Sales Assistant 1,5,0.8306420837240207
TXN_086,CUST_1053,Customer 16,PROD_0012,beef stock,Food,3,1.0,3.0,0.1562464091945694,2.8437535908054308,Mobile Payment,2025-11-08,2025-11-08 15:43:45.874288,Sales Assistant 1,,
TXN_087,CUST_1079,Customer 50,PROD_0009,Peas,Food,3,17.0,51.0,1.2714783933222955,49.7285216066777,Mobile Payment,2025-11-08,2025-11-08 15:43:45.873623,Sales Assistant 2,,
TXN_088,CUST_1071,Customer 18,PROD_0002,smoothies,Other,5,0.5,2.5,0.2463307278380189,2.2536692721619813,Mobile Payment,2025-11-08,2025-11-08 15:43:45.871880,Sales Assistant 3,,
TXN_089,CUST_1057,Customer 40,PROD_0023,curtlegh,Other,2,3.0,6.0,0.2910087930973232,5.7089912069026765,Cash,2025-11-09,2025-11-09 15:43:45.876386,Sales Assistant 2,10,4.2910087930973235
TXN_090,CUST_1094,Customer 27,PROD_0006,jlite cooking oil,Food,4,20.0,80.0,1.015687501712109,78.98431249828789,Mobile Payment,2025-11-09,2025-11-09 15:43:45.873027,Sales Assistant 3,,
TXN_091,CUST_1031,Customer 42,PROD_0016,pip pop,Food,2,1.5,3.0,0.1507385726091562,2.849261427390844,Mobile Payment,2025-11-09,2025-11-09 15:43:45.875103,Sales Assistant 1,,
TXN_092,CUST_1017,Customer 35,PROD_0019,my life,Food,4,12.0,48.0,4.062454205016606,43.93754579498339,Cash,2025-11-09,2025-11-09 15:43:45.875684,Sales Assistant 3,50,6.062454205016607
TXN_093,CUST_1025,Customer 10,PROD_0012,beef stock,Food,4,1.0,4.0,0.1447941399747379,3.8552058600252623,Cash,2025-11-09,2025-11-09 15:43:45.874326,Sales Assistant 3,5,1.1447941399747377
TXN_094,CUST_1100,Customer 35,PROD_0024,camel,Other,5,3.0,15.0,0.7025462105671558,14.297453789432844,Cash,2025-11-09,2025-11-09 15:43:45.876694,Sales Assistant 3,20,5.7025462105671565
TXN_095,CUST_1090,Customer 6,PROD_0021,secure soap,Other,4,17.0,68.0,0.0670682130355447,67.93293178696446,Mobile Payment,2025-11-09,2025-11-09 15:43:45.876034,Sales Assistant 2,,
TXN_096,CUST_1049,Customer 25,PROD_0010,sugar,Food,2,13.0,26.0,0.4677574185779549,25.532242581422047,Cash,2025-11-09,2025-11-09 15:43:45.873860,Sales Assistant 2,50,24.467757418577953
TXN_097,CUST_1089,Customer 29,PROD_0014,toilet paper (twin),Other,1,7.0,7.0,0.3332859580479951,6.666714041952005,Cash,2025-11-09,2025-11-09 15:43:45.874675,Sales Assistant 1,10,3.3332859580479948
